NROBARRIO;BARRIO;CODBA;DESC_LINEA;COD_VARIAN;COD_LINEA;COD_SUBLIN;codvariantLineas;DESC_LINEA_1;DESC_SUBLI
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;149;968;67;132;968;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;158;1099;73;142;1099;158;CIUDAD VIEJA - MENDOZA
32;MANGA TOLEDO CHICO;MT;328;1707;131;236;1707;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;396;2025;135;242;2025;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2637;403;700;2637;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;158;2816;73;723;2816;158;ADUANA - MENDOZA
32;MANGA TOLEDO CHICO;MT;396;3262;135;786;3262;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1758;137;244;1758;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;1167;78;151;1167;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;169;2401;78;335;2401;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2846;78;726;2846;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;175;1259;83;162;1259;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;456;101;8;9;101;456;ADUANA - INSTRUCCIONES (NOC.)
32;MANGA TOLEDO CHICO;MT;158;1101;73;142;1101;158;CIUDAD VIEJA - MENDOZA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;330;1730;133;240;1730;330;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;330;1736;133;240;1736;330;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;L13;1759;137;244;1759;L13;MENDOZA E INSTRUCC -TOLEDO
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;456;2089;8;288;2089;456;CIUDADELA - INSTRUCCIONES
32;MANGA TOLEDO CHICO;MT;330;2388;133;329;2388;330;INSTRCCIONES - PZA.INDEPENDENCIA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;158;2817;73;723;2817;158;ADUANA - MENDOZA
32;MANGA TOLEDO CHICO;MT;456;2997;8;747;2997;456;ADUANA - INSTRUCC. (CIRCUITO)
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;71;7503;479;905;7503;71;MENDOZA - POCITOS
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;158;1101;73;142;1101;158;CIUDAD VIEJA - MENDOZA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;158;2817;73;723;2817;158;ADUANA - MENDOZA
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;158;1101;73;142;1101;158;CIUDAD VIEJA - MENDOZA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;158;2817;73;723;2817;158;ADUANA - MENDOZA
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;L22;1569;113;211;1569;L22;GR.LOURDES-CNO.MALDONADO KM16
32;MANGA TOLEDO CHICO;MT;328;1711;131;236;1711;328;MENDOZA - PUNTA CARRETAS
32;MANGA TOLEDO CHICO;MT;396;2026;135;242;2026;396;INSTRUCCIONES - CIUDAD VIEJA
32;MANGA TOLEDO CHICO;MT;L28;2638;403;700;2638;L28;MENDOZA - ESTADIO
32;MANGA TOLEDO CHICO;MT;396;3263;135;786;3263;396;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;405;48;3;246;48;405;GRUTA DE LOURDES - PARQUE RODO
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;149;1959;67;266;1959;149;POCITOS - GRUTA DE LOURDES
32;MANGA TOLEDO CHICO;MT;456;98;8;9;98;456;ADUANA - INSTRUCCIONES (NOC.)
32;MANGA TOLEDO CHICO;MT;149;982;67;132;982;149;POCITOS - MANGA
32;MANGA TOLEDO CHICO;MT;175;1248;83;162;1248;175;CIUDADELA - LAS PIEDRAS
32;MANGA TOLEDO CHICO;MT;330;1730;133;240;1730;330;INSTRUCCIONES - CIUDADELA
32;MANGA TOLEDO CHICO;MT;456;2088;8;288;2088;456;CIUDADELA - INSTRUCCIONES
32;MANGA TOLEDO CHICO;MT;330;2388;133;329;2388;330;INSTRCCIONES - PZA.INDEPENDENCIA
32;MANGA TOLEDO CHICO;MT;456;2996;8;747;2996;456;ADUANA - INSTRUCC. (CIRCUITO)
32;MANGA TOLEDO CHICO;MT;71;7501;479;905;7501;71;MENDOZA - POCITOS
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;192;1407;93;178;1407;192;PARQUE RODO - MANGA
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;3075;32;766;3075;110;PQUE ROOSEVELT - MANGA
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
32;MANGA TOLEDO CHICO;MT;300;2065;128;276;2065;300;INSTRUC. - CTRIO. CENTRAL (POR MAROÃ?AS)
32;MANGA TOLEDO CHICO;MT;169;2400;78;335;2400;169;CIUDAD VIEJA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;169;2845;78;726;2845;169;ADUANA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;110;498;32;57;498;110;PZA.ESPAÃ?A - P. MACADAM
32;MANGA TOLEDO CHICO;MT;169;1162;78;151;1162;169;CIUDADELA - TOLEDO CHICO
32;MANGA TOLEDO CHICO;MT;300;1659;128;230;1659;300;INSTRUCCIONES - CEMENTERIO CENTRAL
